41.391202,-73.953022,0,100.0,52
41.390957,-73.953041,0,100.0,51
41.391173,-73.952946,0,100.0,52
41.390904,-73.952751,0,100.0,51
41.391241,-73.95286,0,100.0,52
41.390842,-73.952574,0,100.0,51
41.391121,-73.952764,0,100.0,52
41.390964,-73.95256,0,100.0,51
41.391572,-73.952574,0,100.0,52
41.391068,-73.952548,0,100.0,51
41.39154,-73.952404,0,100.0,52
41.391011,-73.952365,0,100.0,51
41.391865,-73.952959,0,0,51
41.391865,-73.952959,0,0,52
41.391494,-73.953107,0,100.0,51
41.391696,-73.952907,0,100.0,52
41.391647,-73.952751,0,100.0,52
41.391432,-73.952946,0,100.0,51
41.390957,-73.953041,0,100.0,51
41.391202,-73.953022,0,100.0,52
41.390904,-73.952751,0,100.0,51
41.391173,-73.952946,0,100.0,52
41.390842,-73.952574,0,100.0,51
41.391241,-73.95286,0,100.0,52
41.390964,-73.95256,0,100.0,51
41.391121,-73.952764,0,100.0,52
41.391068,-73.952548,0,100.0,51
41.391572,-73.952574,0,100.0,52
41.391011,-73.952365,0,100.0,51
41.39154,-73.952404,0,100.0,52
41.391202,-73.953022,0,100.0,52
41.390957,-73.953041,0,100.0,51
41.391173,-73.952946,0,100.0,52
41.390904,-73.952751,0,100.0,51
41.391241,-73.95286,0,100.0,52
41.390842,-73.952574,0,100.0,51
41.391865,-73.952959,0,0,52
41.391865,-73.952959,0,0,51
41.391121,-73.952764,0,100.0,52
41.391494,-73.953107,0,100.0,51
41.391068,-73.952548,0,100.0,52
41.391432,-73.952946,0,100.0,51
41.390964,-73.95256,0,100.0,52
41.391397,-73.952764,0,100.0,51
41.391011,-73.952365,0,100.0,52
41.391328,-73.952548,0,100.0,51
41.391865,-73.952959,0,0,52
41.391865,-73.952959,0,0,51
41.391865,-73.952959,0,100.0,52
41.391865,-73.952959,0,100.0,51
41.391829,-73.952747,0,100.0,52
41.391829,-73.952747,0,100.0,51
41.391774,-73.952565,0,100.0,52
41.391774,-73.952565,0,100.0,51
41.391732,-73.952344,0,100.0,52
41.391732,-73.952344,0,100.0,51
41.391202,-73.953022,0,100.0,52
41.390957,-73.953041,0,100.0,51
41.391173,-73.952946,0,100.0,52
41.390904,-73.952751,0,100.0,51
41.391241,-73.95286,0,100.0,52
41.390842,-73.952574,0,100.0,51
41.391121,-73.952764,0,100.0,52
41.390964,-73.95256,0,100.0,51
41.391572,-73.952574,0,100.0,52
41.391068,-73.952548,0,100.0,51
41.391865,-73.952959,0,0,51
41.391865,-73.952959,0,0,52
41.391865,-73.952959,0,100.0,51
41.391865,-73.952959,0,100.0,52
41.390957,-73.953041,0,100.0,51
41.391202,-73.953022,0,100.0,52
41.390904,-73.952751,0,100.0,51
41.391173,-73.952946,0,100.0,52
41.390842,-73.952574,0,100.0,51
41.391241,-73.95286,0,100.0,52
41.390964,-73.95256,0,100.0,51
41.391121,-73.952764,0,100.0,52
41.391572,-73.952574,0,100.0,52
41.391068,-73.952548,0,100.0,51
41.391865,-73.952959,0,0,51
41.391865,-73.952959,0,0,52
41.391494,-73.953107,0,100.0,51
41.391696,-73.952907,0,100.0,52
41.391432,-73.952946,0,100.0,51
41.391647,-73.952751,0,100.0,52
